VideoID,VideoLink,ChannelID,ChannelName,ChannelType,VideoTitle,Likes,Subscribers,Views,PublishTime,Duration,Comments
LWY3Xnb1cVs,https://www.youtube.com/watch?v=LWY3Xnb1cVs,UCc08YlCm468MJjD8j4XBkVA,Cấn Đình Thái,Personal,Tuyển sinh Đại học Ngôn ngữ Trung Quốc Từ xa Online 2025,1,1540,61,2025-08-21T03:14:53Z,1M21S,0
4LmjcdQgNN0,https://www.youtube.com/watch?v=4LmjcdQgNN0,UCj393f51bbTXrKokrv8-rOg,Tuyển sinh Đại học từ xa - Học đại học Online ,Personal,TUYỂN SINH ĐẠI HỌC TỪ XA 2025 - TRƯỜNG ĐH LAO ĐỘNG VÀ XÃ HỘI,2,28,523,2025-10-15T01:57:15Z,10S,1
J4XD-TgT1N4,https://www.youtube.com/watch?v=J4XD-TgT1N4,UCJKuw2ANivQaq0IRq8HUUzQ,TUYỂN SINH HƯỚNG NGHIỆP,Personal,Podcast I Đại học từ xa – giải pháp cho người đi làm muốn lấy bằng đại học #HọcVừaLàmVừaHọc #ĐạiH...,0,59,0,2026-01-23T01:21:52Z,17M14S,0
j7fcG960Ezc,https://www.youtube.com/watch?v=j7fcG960Ezc,UCj393f51bbTXrKokrv8-rOg,Tuyển sinh Đại học từ xa - Học đại học Online ,Personal,4 NGÀNH HỌC TỪ XA GIÚP CHUYỂN NGHỀ NHANH,0,28,214,2025-08-29T04:58:54Z,18S,0
qO7-bfZy3c8,https://www.youtube.com/watch?v=qO7-bfZy3c8,UCa4QStsKEIVcOKkL3phepag,ĐẠI HỌC TỪ XA HNMU,Personal,"Hệ từ xa Đại học Thủ đô Hà Nội sắp tuyển sinh – cơ hội để bạn vừa học, vừa làm",11,15,1112,2025-09-16T09:36:25Z,20S,1
7z9LKuUHSWs,https://www.youtube.com/watch?v=7z9LKuUHSWs,UCCKxw16phFK73O-flJpJgbA,ĐH Từ Xa - Trường Đại học Nông Lâm TUAF,Personal,Đại học từ xa ngành Quản Lý Tài Nguyên Môi trường là như thế nào?,1,62,156,2025-08-07T09:00:15Z,45S,0
XHXjNxOtHBg,https://www.youtube.com/watch?v=XHXjNxOtHBg,UCa4QStsKEIVcOKkL3phepag,ĐẠI HỌC TỪ XA HNMU,Personal,HNMU sắp tuyển sinh hệ đại học từ xa – cơ hội để bạn chạm tay đến tấm bằng đại học đang ở trước mắt,2,15,252,2025-09-07T12:10:24Z,18S,0
y7TuWMoTmOA,https://www.youtube.com/watch?v=y7TuWMoTmOA,UCH7cajvnglVqgXjcFMUiFmg,Tuyển sinh cử nhân trực tuyến - TNUT,Personal,Cảm nhận sinh viên học hệ từ xa TNUT E-learning #daihoconline #daihoctuxa  #hoconline #shorts,32,81,13468,2024-10-16T06:27:00Z,39S,0
Qh-sM6i2TbE,https://www.youtube.com/watch?v=Qh-sM6i2TbE,UC8YPJF5vYBEuXWBV2XlntRQ,Học Viện Đào Tạo Trực Tuyến EduPro,Personal,Đào Tạo Chứng Chỉ Nghề Cơ Khí Online Từ Xa | Học Viện EduPro,3,274,268,2022-02-19T02:54:33Z,51S,1
Cgb8SaSaQ9Y,https://www.youtube.com/watch?v=Cgb8SaSaQ9Y,UC1RVaw3YqYcg1sgDdu1T5jw,Đại học tại nhà,Personal,Tập 1: Cảm nhận của học viên tốt nghiệp ĐH Từ Xa - Đại Học Thái Nguyên #daihoctuxa #elearning #TNU,1,9,8,2025-11-01T01:00:23Z,2M41S,0
qt7wGgBeMQo,https://www.youtube.com/watch?v=qt7wGgBeMQo,UCECwBTcX63rX8SEltz2Loow,Chương trình Đào tạo từ xa Viện Đại học Mở,Personal,Đại học từ xa  Khung chương trình đào tạo quản trị kinh doanh,2,395,459,2017-07-06T01:57:32Z,51S,0
tb_M0jQEau8,https://www.youtube.com/watch?v=tb_M0jQEau8,UCVsy6gzv23Fx1k1_q_DAXOQ,MN BT,Personal,elearning đại học từ xa,0,23,16,2024-05-30T12:44:02Z,24S,0
Ayr8VpHnoMo,https://www.youtube.com/watch?v=Ayr8VpHnoMo,UC7cPaGQoVxw1PLLd3Kcfdzw,Đạo Phật Ngày Nay,Personal,LỄ KHAI GIẢNG KHOA PHẬT HỌC TỪ XA KHÓA XI (2025 - 2029),31,499000,651,2025-11-24T13:00:34Z,47M36S,4
BYmi6PkVGDk,https://www.youtube.com/watch?v=BYmi6PkVGDk,UCSCesGFR5l4-K-NZdVG_0DA,Le Minh Tien,Personal,Đại học Mở là gì? | Tại sao gọi là Đại học Mở?,63,5350,4316,2023-11-18T06:44:44Z,7M43S,7
pMB6GRKU_FU,https://www.youtube.com/watch?v=pMB6GRKU_FU,UCTXoGbg5do1YKHQjDD6bodg,Eteaching - Xu hướng mới,Personal,Học digital marketing với đại học từ xa xé như thế nào???,1,10,13,2023-04-07T04:43:27Z,36S,0
IX87fp8-TI0,https://www.youtube.com/watch?v=IX87fp8-TI0,UCOeENz-SQjIXGtBTNseab6Q,Học Từ Xa VN ILearning,Personal,Tuyển Sinh Trung Cấp Hệ Đào Tạo Từ Xa - Học Viện Giáo Dục I-Learning,4,213,230,2023-03-18T08:49:48Z,13S,0
MyZPNXo_E-Y,https://www.youtube.com/watch?v=MyZPNXo_E-Y,UCECwBTcX63rX8SEltz2Loow,Chương trình Đào tạo từ xa Viện Đại học Mở,Personal,Đại học từ xa  Khung chương trình đào tạo ngành kế toán,1,395,506,2017-07-06T02:03:36Z,1M4S,0
CQj7M9VZYrI,https://www.youtube.com/watch?v=CQj7M9VZYrI,UC1RVaw3YqYcg1sgDdu1T5jw,Đại học tại nhà,Personal,"Tập 4: Chương trình Đại Học Hệ Từ Xa tuyển Ngôn ngữ Anh, Trung Quốc #daihoctuxa #elearning #hetuxa",1,9,16,2025-10-28T12:00:24Z,30S,0
ciM0rkYV334,https://www.youtube.com/watch?v=ciM0rkYV334,UCVsy6gzv23Fx1k1_q_DAXOQ,MN BT,Personal,"elearning đại học từ xa,",0,23,1,2024-05-30T12:45:10Z,8S,0
zDDJAmq_qHk,https://www.youtube.com/watch?v=zDDJAmq_qHk,UCBRx6e7sd8j_YAx02JrFJ6g,Viện Đào Tạo Trực Tuyến - Trường Đại Học Hoa Sen,Personal,ĐẠI HỌC TRỰC TUYẾN - TẾT TỪ XA - QUÀ TỪ TÂM|HSU,0,53,126,2024-01-10T02:00:06Z,1M22S,0
u84IBh7_0Dw,https://www.youtube.com/watch?v=u84IBh7_0Dw,UCH7cajvnglVqgXjcFMUiFmg,Tuyển sinh cử nhân trực tuyến - TNUT,Personal,Thông báo hạn chốt hồ sơ Hệ Đại học từ xa TNUT E-learning,70,81,3079,2024-06-05T08:47:46Z,18S,0
bmKZ98iWkSo,https://www.youtube.com/watch?v=bmKZ98iWkSo,UCabsTV34JwALXKGMqHpvUiA,VTV24,Personal,Chuyển động 24h ngày 22/4:  Thi tốt nghiệp THPT 2027: Từ phòng máy đại học đến kỳ thi quốc gia,61,6890000,4530,2026-04-22T12:49:16Z,23M47S,0
fjWMmjcY8mw,https://www.youtube.com/watch?v=fjWMmjcY8mw,UCpKISNLXE7xfvKh7gJLdCpg,Tuyển sinh Online,Personal,Chương trình Cao Đẳng Học Từ Xa - Thi Online Tiện Lợi,0,0,25,2025-05-10T04:34:18Z,31S,0
yep7AQqmRhA,https://www.youtube.com/watch?v=yep7AQqmRhA,UCj393f51bbTXrKokrv8-rOg,Tuyển sinh Đại học từ xa - Học đại học Online ,Personal,4 LƯU Ý KHI TÌM HIỂU VỀ ĐẠI HỌC TỪ XA,1,28,882,2025-07-31T01:36:03Z,16S,0
aJBm9fObYUw,https://www.youtube.com/watch?v=aJBm9fObYUw,UCCu4GEbrblucyjVa5xK5-9g,Cyber Uni,Personal,Học Đại Học Từ Xa có thật sự tốt ?,4,38,712,2024-10-31T08:00:00Z,35S,0
ZG6F1ZwiXoc,https://www.youtube.com/watch?v=ZG6F1ZwiXoc,UCQm0jBAT8iuSokPuhGZsEpg,Thế (thecv24h),Personal,ĐẠI HỌC TỪ XA| TUYỂN SINH NHIỀU NGÀNH| CƠ HỘ CÓ BẰNG CẤP CHÍNH QUY | CHO NGƯỜI KHÔNG CÓ THỜI GIAN.,0,29,36,2024-05-30T09:04:24Z,2M32S,0
q6GCRHBTc48,https://www.youtube.com/watch?v=q6GCRHBTc48,UCG9WA-TT5YVbLQPyS5T458w,Trung tâm đào tạo từ xa Đại học Thái Nguyên TNU,Personal,Các Bước Đăng Ký Học Hệ Từ Xa - Đại Học Thái Nguyên,4,367,155,2026-03-24T07:17:37Z,20S,0
nZrc18TSkEo,https://www.youtube.com/watch?v=nZrc18TSkEo,UCj393f51bbTXrKokrv8-rOg,Tuyển sinh Đại học từ xa - Học đại học Online ,Personal,TRƯỜNG ĐẠI HỌC CÔNG ĐOÀN TUYỂN SINH ĐẠI HỌC TỪ XA 2025,0,28,145,2025-10-18T02:32:57Z,10S,0
pY_LEi2C7FI,https://www.youtube.com/watch?v=pY_LEi2C7FI,UCFPPdZqQFZTZxtWPcZU4bfw,Bệnh viện Đại học Y Hà Nội - HMU Hospital,Personal,[TRỰC TIẾP] KHÁM CHỮA BỆNH TỪ XA - TELEHEALTH - BỆNH VIỆN ĐẠI HỌC Y HÀ NỘI,74,27700,7080,2020-10-01T10:06:46Z,2H56M56S,1
4hfQ2uWdT4A,https://www.youtube.com/watch?v=4hfQ2uWdT4A,UCCu4GEbrblucyjVa5xK5-9g,Cyber Uni,Personal,Khi mọi người nghe tôi nói học Đại học từ xa,4,38,559,2024-10-23T07:00:07Z,30S,0
RByKfdM65BE,https://www.youtube.com/watch?v=RByKfdM65BE,UCp6PchFsCg582xw6gEjpzVA,Báo Pháp Luật TP HCM,Personal,"Đau lòng: Nữ sinh tử vong tại ký túc xá khu A, Đại học Quốc gia TP.HCM | Tin nhanh",4,1870000,381,2026-04-22T12:00:00Z,9M58S,0
DyzU0hbj_jk,https://www.youtube.com/watch?v=DyzU0hbj_jk,UCSYKkgP-hPULSBKmaYfdVfw,Đại học Kinh Tế Quốc Dân - Hệ từ xa,Personal,Tìm hiểu 4 ngành học Hệ Đại học từ xa NEU e - Learning,47,27,16586,2026-03-03T07:10:31Z,47S,1
D5qH5U-NFQg,https://www.youtube.com/watch?v=D5qH5U-NFQg,UCVsy6gzv23Fx1k1_q_DAXOQ,MN BT,Personal,elearning đại học từ xa,0,23,2,2024-05-30T12:42:57Z,7S,0
yvnf7Z7N_SI,https://www.youtube.com/watch?v=yvnf7Z7N_SI,UCCu4GEbrblucyjVa5xK5-9g,Cyber Uni,Personal,Đại học từ xa là gì ? Cùng Cyber Uni tìm hiểu nha,3,38,39,2024-10-21T05:31:13Z,30S,1
WCPlDcOSjr4,https://www.youtube.com/watch?v=WCPlDcOSjr4,UCc08YlCm468MJjD8j4XBkVA,Cấn Đình Thái,Personal,Đại học Tâm lý giáo dục Online Từ xa Dành cho giáo viên,2,1540,269,2025-10-10T13:01:06Z,39S,0
6472eROlqe0,https://www.youtube.com/watch?v=6472eROlqe0,UCc08YlCm468MJjD8j4XBkVA,Cấn Đình Thái,Personal,Tuyển sinh Đại học Thú Y Từ xa Online 2025,1,1540,125,2025-08-21T02:57:32Z,1M22S,0
WE4cNw11CCg,https://www.youtube.com/watch?v=WE4cNw11CCg,UCxJ20Q1wx0VGrED-vMhbF1A,Đại học từ xa,Personal,"Sự kiện khai giảng  -  Hệ đào tạo từ xa Trường Đại Học Nông Lâm Thái Nguyên, ngày 03/11/2024",0,594,94,2024-11-12T08:53:14Z,1M26S,1
VLUwXmFktjM,https://www.youtube.com/watch?v=VLUwXmFktjM,UCr7RNQB4deyiJ4i-EU8SNkg,Đại Học Trà Vinh (TVU) - Đại học số,Personal,THÔNG BÁO NHẬN HỒ SƠ XÉT TUYỂN ĐẠI HỌC HỆ TỪ XA - KHÓA MỚI NĂM 2025,14,347,114,2025-01-06T03:54:07Z,21S,0
kPGZa-Ta354,https://www.youtube.com/watch?v=kPGZa-Ta354,UCVsy6gzv23Fx1k1_q_DAXOQ,MN BT,Personal,elearning đại học từ xa,1,23,33,2024-05-30T12:42:27Z,9S,0
MbBj-hZFh-A,https://www.youtube.com/watch?v=MbBj-hZFh-A,UCc08YlCm468MJjD8j4XBkVA,Cấn Đình Thái,Personal,Tuyển sinh Đại học Kỹ thuật Đường sắt Từ xa Online 2025,1,1540,202,2025-08-21T03:34:26Z,1M27S,0
NyFoSIh1nXY,https://www.youtube.com/watch?v=NyFoSIh1nXY,UCc08YlCm468MJjD8j4XBkVA,Cấn Đình Thái,Personal,Tuyển sinh Đại học Quản lý Đất đai Từ xa Online 2025,1,1540,194,2025-08-21T02:01:26Z,1M19S,0
yh39Qaqz7dc,https://www.youtube.com/watch?v=yh39Qaqz7dc,UCSYKkgP-hPULSBKmaYfdVfw,Đại học Kinh Tế Quốc Dân - Hệ từ xa,Personal,Xét tuyển khóa đầu 2025 - Hệ từ xa Đại học Kinh tế Quốc dân #hoconline #hoctuxa,2,27,162,2024-12-23T08:48:27Z,18S,0
VVvljvtaeGA,https://www.youtube.com/watch?v=VVvljvtaeGA,UCH7cajvnglVqgXjcFMUiFmg,Tuyển sinh cử nhân trực tuyến - TNUT,Personal,Hệ từ xa ngành Ngôn Ngữ Anh - Đại học Kỹ Thuật Công Nghiệp.,3,81,370,2024-09-12T02:05:27Z,29S,0
xJOSZuAsMiU,https://www.youtube.com/watch?v=xJOSZuAsMiU,UCYhEwMTwLBkLRKVBBNhktxQ,VNPT Vinaphone Quảng Bình,Personal,VNPT E Learning  - Giải pháp học từ xa chống dịch Corona,0,87,180,2020-03-19T03:51:23Z,2M22S,0
9mf--xanjoE,https://www.youtube.com/watch?v=9mf--xanjoE,UCok83d5Cf4cw6Kro1o7ByiA,CTVA中華台越新住民關懷協會,Personal,Tư vấn tuyển sinh hệ đại học từ xa-Trường đại học Thành Đông,0,23,43,2024-09-24T11:44:38Z,35S,0
p8fBDHdVzrk,https://www.youtube.com/watch?v=p8fBDHdVzrk,UCc08YlCm468MJjD8j4XBkVA,Cấn Đình Thái,Personal,Tuyển sinh Đại học Tâm lý giáo dục Online từ xa,0,1540,66,2025-08-05T00:49:38Z,48S,0
V0L12HAuzHk,https://www.youtube.com/watch?v=V0L12HAuzHk,UCCv9Vriz2tOkRXHODaFZI9Q,Giáo Dục Trực Tuyến EduOn,Personal,Trường Đại Học Kinh Tế Quốc Dân Tuyển Sinh Hệ Từ Xa - Giáo Dục Trực Tuyến EduOn,21,80,1815,2023-05-26T02:55:08Z,27S,0
kn5Dt7Bmo-c,https://www.youtube.com/watch?v=kn5Dt7Bmo-c,UCII9ZxSCcUDjkvjVLaWUD9A,Hoa Nắng Drama,Personal,"Vợ tổng tài có bầu rồi bị đuổi việc,cô sinh con ngay tại xưởng.Đứa bé ấy chính là chủ tịch tương lai",1228,322000,214670,2026-04-21T10:30:25Z,2H34M8S,99
v5aMSqzOYHs,https://www.youtube.com/watch?v=v5aMSqzOYHs,UCCv9Vriz2tOkRXHODaFZI9Q,Giáo Dục Trực Tuyến EduOn,Personal,Tuyển sinh Đại Học Từ Xa ngành Quản Lý Xây Dựng - Giáo Dục Trực Tuyến EduOn,5,80,478,2023-07-26T13:19:50Z,54S,0
dScUimWeh8A,https://www.youtube.com/watch?v=dScUimWeh8A,UCzNZb6KwEhn2hXBhVXDV-yQ,Top10tphcm,Personal,"Top 3 trường đào tạo đại học từ xa tại Việt Nam uy tín, tốt nhất",0,2180,18,2024-02-06T04:44:45Z,17S,0
tTOZE9TpoZQ,https://www.youtube.com/watch?v=tTOZE9TpoZQ,UCFrOsi9OT_pp3Bbj_pCQzPQ,Tài liệu học tập,Personal,Khai giảng khóa kế toán đại học từ xa k1-2025 đhqn,0,0,4,2025-09-09T17:31:29Z,33M32S,0
lKX-Se0JuhQ,https://www.youtube.com/watch?v=lKX-Se0JuhQ,UCH6wjtLogEdOVftYpDPLlNg,Cử nhân Trực tuyến DNU,Personal,Dịch vụ chăm sóc học tập Chương trình cử nhân Từ xa Trực tuyến Trường Đại học Đại Nam,0,2,3,2025-10-16T09:30:08Z,36S,0
WeQoto8rJUQ,https://www.youtube.com/watch?v=WeQoto8rJUQ,UCCv9Vriz2tOkRXHODaFZI9Q,Giáo Dục Trực Tuyến EduOn,Personal,Hệ Đại Học Từ Xa - Giáo Dục Trực Tuyến EduOn,1,80,30,2023-07-12T14:07:40Z,50S,0
N3VShShn1gg,https://www.youtube.com/watch?v=N3VShShn1gg,UC2gJ3swiRweQvPnK706J6Qg,Đại học online - Học đại học từ xa,Personal,BẰNG ĐẠI HỌC TỪ XA CÓ GIÁ TRỊ VÀ ĐƯỢC BGD & ĐT CÔNG NHẬN KHÔNG?,1,8,198,2025-08-15T04:53:12Z,15S,0
ATr7Di5Es_k,https://www.youtube.com/watch?v=ATr7Di5Es_k,UC2gJ3swiRweQvPnK706J6Qg,Đại học online - Học đại học từ xa,Personal,4 LỢI ÍCH KHI HỌC ĐẠI HỌC TỪ XA ĐẠI HỌC KINH TẾ QUỐC DÂN NEU  #đạihọctừxa #hocdaihoconline,3,8,238,2025-08-14T06:47:57Z,16S,0
7gc6D-ihk8E,https://www.youtube.com/watch?v=7gc6D-ihk8E,UCOjUebRwtRIRFWi5zMSr7XQ,Hồng Sinh Viên,Personal,Review Đại học Bách Khoa khó như thế nào #review #hongsinhvien,0,750,141897,2023-03-01T08:02:15Z,58S,70
xbOEyFGg1h8,https://www.youtube.com/watch?v=xbOEyFGg1h8,UCVsy6gzv23Fx1k1_q_DAXOQ,MN BT,Personal,elearning đại học từ xa,0,23,1,2024-05-30T12:43:30Z,17S,0
-ACROoiL88o,https://www.youtube.com/watch?v=-ACROoiL88o,UCOI_UnOfJQljXyfZ1fBD3_g,Trường Đại Học Công Đoàn - Hệ Đại học từ xa,Personal,Tuyển sinh ngành BẢO HỘ LAO ĐỘNG hệ đại học từ xa LDA 2025. Nhanh tay đăng ký để nhận tư vấn!!!,1,14,1774,2025-10-16T04:04:32Z,28S,0
GDoANzThIS0,https://www.youtube.com/watch?v=GDoANzThIS0,UC9AVrv1eQaJ9YlvQrl1gfvg,Trường Đại Học Mở Hà Nội Đào Tạo Từ Xa ,Personal,Điều kiện học hệ từ xa tại Trường Đại học Mở Hà Nội,6,102,1875,2025-08-20T04:53:49Z,41S,1
2WoL3flZpCc,https://www.youtube.com/watch?v=2WoL3flZpCc,UCuFpuToEnvu4EcoBJ26waGg,ĐẠI HỌC HỌC ĐẠI,Personal,Cơ hội việc làm Ngành Tâm Lý Học. Tố chất để theo đuổi Ngành Tâm Lý.,1819,26300,59734,2023-04-09T02:45:10Z,8M45S,49
bNkcf8ayiaI,https://www.youtube.com/watch?v=bNkcf8ayiaI,UC9AVrv1eQaJ9YlvQrl1gfvg,Trường Đại Học Mở Hà Nội Đào Tạo Từ Xa ,Personal,Các ngành học dễ tiếp cận với hệ từ xa,0,102,329,2025-09-01T02:00:34Z,43S,0
Scres9kTzxs,https://www.youtube.com/watch?v=Scres9kTzxs,UCr7RNQB4deyiJ4i-EU8SNkg,Đại Học Trà Vinh (TVU) - Đại học số,Personal,Hệ đào tạo từ xa: Cầu nối học tập không giới hạn!,32,347,712,2025-01-21T08:59:04Z,44S,1
kXImBDcvGAw,https://www.youtube.com/watch?v=kXImBDcvGAw,UCCu4GEbrblucyjVa5xK5-9g,Cyber Uni,Personal,5 Định kiến khiến bạn hiểu lầm về đại học từ xa,3,38,61,2024-10-28T02:27:00Z,53S,0
fhclsauJGS4,https://www.youtube.com/watch?v=fhclsauJGS4,UCxC4YmwUQGvp8vn5UjoKcuQ,LamBangThat100 #3 Channel,Organization,Làm Bằng Đại Học Từ Xa Chất Lượng Chỉ Từ 1.5 Triệu Đồng,0,31,2,2024-08-30T04:00:35Z,1M26S,0
McFiDsFlMjM,https://www.youtube.com/watch?v=McFiDsFlMjM,UCa4QStsKEIVcOKkL3phepag,ĐẠI HỌC TỪ XA HNMU,Personal,Hệ Đại học từ xa HNMU SẮP TUYỂN SINH ‼ 🔉 Cơ hội có 102 đang đến gần. Nhanh tay đăng ký thôi!!,1,15,211,2025-09-04T09:21:52Z,20S,0
QeNB6GhpIDs,https://www.youtube.com/watch?v=QeNB6GhpIDs,UCc08YlCm468MJjD8j4XBkVA,Cấn Đình Thái,Personal,Tuyển sinh Đại học Luật Online Từ xa năm 2024,0,1540,15,2024-01-01T08:30:34Z,50S,0
BDxpjdRhNvE,https://www.youtube.com/watch?v=BDxpjdRhNvE,UCr7RNQB4deyiJ4i-EU8SNkg,Đại Học Trà Vinh (TVU) - Đại học số,Personal,HỆ TỪ XA TRƯỜNG ĐẠI HỌC TRÀ VINH XÉT TUYỂN,6,347,487,2025-09-29T08:10:02Z,1M10S,0
3B7xtaKITLc,https://www.youtube.com/watch?v=3B7xtaKITLc,UCc08YlCm468MJjD8j4XBkVA,Cấn Đình Thái,Personal,Học trung cấp Nấu ăn Online Từ xa để đi Đức,0,1540,393,2025-10-08T06:35:32Z,1M17S,0
-kl0t836CyE,https://www.youtube.com/watch?v=-kl0t836CyE,UCc08YlCm468MJjD8j4XBkVA,Cấn Đình Thái,Personal,Tuyển sinh Đại học Chăn nuôi Từ xa Online 2025,2,1540,188,2025-08-21T02:40:51Z,1M17S,0
aCKuFIwYaPc,https://www.youtube.com/watch?v=aCKuFIwYaPc,UCa4QStsKEIVcOKkL3phepag,ĐẠI HỌC TỪ XA HNMU,Personal,Cập nhật 3 ngành học siêu hot tại Hệ từ xa HNMU,1,15,253,2025-10-04T03:07:07Z,14S,0
CXGWefTBFx8,https://www.youtube.com/watch?v=CXGWefTBFx8,UCDhIsw4Rquo-oP8Qu_KvLVA,Trường Đại học Công Đoàn hệ từ xa,Personal,HighLight Lễ Khai Giảng Trường Đại học Công Đoàn – Hệ Từ Xa,0,10,9,2025-12-09T02:55:11Z,1M27S,0
3hVbXPaSWIc,https://www.youtube.com/watch?v=3hVbXPaSWIc,UCr7RNQB4deyiJ4i-EU8SNkg,Đại Học Trà Vinh (TVU) - Đại học số,Personal,Bằng đại học từ xa có xin việc được không?,14,347,1163,2024-09-19T02:49:17Z,57S,0
A-8P94c9ewE,https://www.youtube.com/watch?v=A-8P94c9ewE,UC9AVrv1eQaJ9YlvQrl1gfvg,Trường Đại Học Mở Hà Nội Đào Tạo Từ Xa ,Personal,Vì sao học từ xa có thể tiết kiệm chi phí,228,102,9814,2025-08-11T08:25:46Z,34S,2
XqhpXqHx1QI,https://www.youtube.com/watch?v=XqhpXqHx1QI,UChYzWcZCRvFFMDiUFUoMjBg,Tiny Theo Đuổi Phim,Personal,"Vì tiểu thiếp không vui, hoàng đế hành hạ tôi! Tôi xuyên không gọi 100 quân, ép hắn quỳ xin tha!",202,314000,24655,2026-04-21T10:01:01Z,1H34M8S,30
xKJTlKe1KrM,https://www.youtube.com/watch?v=xKJTlKe1KrM,UCSYKkgP-hPULSBKmaYfdVfw,Đại học Kinh Tế Quốc Dân - Hệ từ xa,Personal,Chương trình Đào tạo từ xa - Đại học Kinh tế Quốc dân,1,27,272,2024-11-27T08:23:27Z,21S,0
sWFAmGFXY-E,https://www.youtube.com/watch?v=sWFAmGFXY-E,UCSYKkgP-hPULSBKmaYfdVfw,Đại học Kinh Tế Quốc Dân - Hệ từ xa,Personal,Tuyển sinh Hệ từ xa - Đại học Kinh tế Quốc dân,26,27,16417,2025-11-25T10:23:07Z,1M6S,1
lA93jpIR5Fw,https://www.youtube.com/watch?v=lA93jpIR5Fw,UCCKxw16phFK73O-flJpJgbA,ĐH Từ Xa - Trường Đại học Nông Lâm TUAF,Personal,"Giải đáp"" Học đại học từ xa tại Nhật Bản bằng đại học có ghi hình thức đào tạo không?""",2,62,588,2025-07-22T04:30:52Z,2M35S,0
gKABBAV4JHY,https://www.youtube.com/watch?v=gKABBAV4JHY,UCSvkQfiZLVX9YruUYWI33nQ,Đại học Từ Xa - Trường Đại học Lao động - Xã hội,Personal,Đại học từ xa - Cấp bằng Cử nhân Luật Kinh Tế uy tín chất lượng,1,15,8656,2025-08-19T04:53:30Z,55S,0
8-_5RbUH9vw,https://www.youtube.com/watch?v=8-_5RbUH9vw,UCv0IVo1XBJx_LxpboT3MMsw,Thiền Phái Trúc Lâm Việt Nam,Personal,Podcast I Đại học từ xa – giải pháp cho người đi làm muốn lấy bằng đại học #HọcVừaLàmVừaHọc #ĐạiH...,0,914,3,2025-11-08T12:16:11Z,17M14S,0
Vn3-k9QhqPI,https://www.youtube.com/watch?v=Vn3-k9QhqPI,UCc08YlCm468MJjD8j4XBkVA,Cấn Đình Thái,Personal,Tuyển sinh Đại học tâm lý Online Từ Xa năm 2024,0,1540,3,2023-12-12T09:35:31Z,12S,0
rdqMhrWHdC8,https://www.youtube.com/watch?v=rdqMhrWHdC8,UCRU9neDFbzjbY_IcwMbr9pA,LamBangXinViec #31 Channel,Organization,LBXV  #2 : Làm bằng Đại Học từ xa,0,0,3,2023-11-10T11:04:13Z,1M20S,1
52aTmONpHIE,https://www.youtube.com/watch?v=52aTmONpHIE,UCEq7jwT-UF6RRLHYl-lyNTg,Công ty TNHH Giải pháp công nghệ Thuận Thành,Personal,Tuyển sinh ĐẠI HỌC TỪ XA tại HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG năm 2023,4,10,525,2023-04-13T06:44:12Z,17S,2
ST1_5qYJyQ8,https://www.youtube.com/watch?v=ST1_5qYJyQ8,UCxJ20Q1wx0VGrED-vMhbF1A,Đại học từ xa,Personal,Giới thiệu về hồ sơ hệ đào tạo từ xa Đại Học Kinh Tế Quốc dân I Cần chuẩn bị những gì?,9,594,510,2024-12-03T09:30:14Z,1M59S,1
eC8_jBwkkOo,https://www.youtube.com/watch?v=eC8_jBwkkOo,UC1RVaw3YqYcg1sgDdu1T5jw,Đại học tại nhà,Personal,Tập 7: Trường Đại Học Công Đoàn tuyển sinh hệ từ xa #daihoctuxa #elearning #tuyensinhonline #hetuxa,13,9,1616,2025-11-07T03:00:51Z,47S,1
-B8nRMwKwtI,https://www.youtube.com/watch?v=-B8nRMwKwtI,UCr7RNQB4deyiJ4i-EU8SNkg,Đại Học Trà Vinh (TVU) - Đại học số,Personal,Tân cử nhân ngành Ngôn ngữ Anh chia sẻ về chương trình đào tạo hệ từ xa tại Trường Đại học Trà Vinh!,18,347,986,2025-02-25T00:33:42Z,1M37S,0
fuhnpche4FI,https://www.youtube.com/watch?v=fuhnpche4FI,UCG9WA-TT5YVbLQPyS5T458w,Trung tâm đào tạo từ xa Đại học Thái Nguyên TNU,Personal,Sự thật nên biết khi học Ngôn ngữ Trung hệ từ xa,1,367,1292,2026-04-02T04:12:46Z,31S,0
UBnwOrW8FSY,https://www.youtube.com/watch?v=UBnwOrW8FSY,UCdje-Yqbj_z_dY-6Q8-SqUw,Học Cho Vui Thôi,Personal,Đại học từ xa - Hành trình bắt đầu!,0,0,1,2025-05-08T09:05:56Z,1M17S,0
VF87GoClHxc,https://www.youtube.com/watch?v=VF87GoClHxc,UCa4QStsKEIVcOKkL3phepag,ĐẠI HỌC TỪ XA HNMU,Personal,"Hệ từ xa HNMU: thời gian học ngắn, đầu vào lý tưởng. Đăng ký ngay!!",2,15,266,2025-09-21T13:38:40Z,11S,0
Fvl_zBkljQk,https://www.youtube.com/watch?v=Fvl_zBkljQk,UCr7RNQB4deyiJ4i-EU8SNkg,Đại Học Trà Vinh (TVU) - Đại học số,Personal,Tuyển Sinh Hệ Đào Tạo Từ Xa 2025 - Trường Đại Học Trà Vinh,13,347,3510,2025-04-15T07:38:24Z,2M30S,2
